raw_description,vat_code,cleaned_description,label
DD AVIVA INSURANCE 139 UK UK REF-8960,exempt,dd aviva insurance 139 uk uk ref 8960,0
dd lner tickets 9165  direct ref-7038,zero_rated,dd lner tickets 9165 direct ref 7038,4
CARD TFL TRAVEL  DIRECT REF-3612,zero_rated,card tfl travel direct ref 3612,4
POS OCTOPUS ENERGY 6211  ONLINE,reduced_rate,pos octopus energy 6211 online,2
XERO SOFTWARE 1788  UK,standard_rate,xero software 1788 uk,3
CARD STATIONERY STATION 7024  STORE,standard_rate,card stationery station 7024 store,3
payment to lidl gb london uk,zero_rated,payment to lidl gb london uk,4
IZ *BARCLAYS BANK ONLINE LTD REF-4744,exempt,iz barclays bank online ltd ref 4744,0
POS ASDA SUPERMARKET 1846 GLASGOW DIRECT,zero_rated,pos asda supermarket 1846 glasgow direct,4
IZ *EON NEXT 2206 BIRMINGHAM DIRECT,reduced_rate,iz eon next 2206 birmingham direct,2
"Feb 05 ComEd Electric Bill ACH-8822 1,920.00 48,914.80",standard_rate,feb 05 comed electric bill ach 8822 1 920 00 48 914 80,3
SQ *HMRC SHIPLEY  PLC,outside_scope,sq hmrc shipley plc,1
PAYMENT TO PAYROLL TRANSFER 1823  STORE,outside_scope,payment to payroll transfer 1823 store,1
POS LNER TICKETS 8347  LTD REF-5115,zero_rated,pos lner tickets 8347 ltd ref 5115,4
Sq *Quickbooks  Direct,standard_rate,sq quickbooks direct,3
AMAZON EU 2522 LONDON UK,standard_rate,amazon eu 2522 london uk,3
IZ *LINKEDIN PREMIUM  PLC,standard_rate,iz linkedin premium plc,3
IZ *AA BREAKDOWN  DIRECT,exempt,iz aa breakdown direct,0
CARD TRAINLINE 4587 LEEDS PLC,zero_rated,card trainline 4587 leeds plc,4
POS WATERSTONES 8584  REF-8935,zero_rated,pos waterstones 8584 ref 8935,4
Dd Adobe Creative 6810 Birmingham Plc,standard_rate,dd adobe creative 6810 birmingham plc,3
DD MICROSOFT 365 LONDON UK REF-9044,standard_rate,dd microsoft 365 london uk ref 9044,3
TESCO EXPRESS ONLINE PLC,zero_rated,tesco express online plc,4
IZ *GOOGLE WORKSPACE  LTD REF-4955,standard_rate,iz google workspace ltd ref 4955,3
POS GOOGLE WORKSPACE 9655 ONLINE ONLINE REF-6932,standard_rate,pos google workspace 9655 online online ref 6932,3
sq *barclays bank 5227  uk,exempt,sq barclays bank 5227 uk,0
POS POST OFFICE 5654 UK ONLINE,exempt,pos post office 5654 uk online,0
"Feb 18 US Foods - Meat & Dairy ACH-9922 3,420.00 58,534.80",standard_rate,feb 18 us foods meat dairy ach 9922 3 420 00 58 534 80,3
POS MICROSOFT 365 9327 LEEDS LTD,standard_rate,pos microsoft 365 9327 leeds ltd,3
NATIONAL EXPRESS 8388 UK STORE REF-8182,zero_rated,national express 8388 uk store ref 8182,4
SQ *UBER EATS 8786  LTD,standard_rate,sq uber eats 8786 ltd,3
CARD NATIONAL EXPRESS 7686 UK UK REF-9078,zero_rated,card national express 7686 uk uk ref 9078,4
iz *waterstones 4759 london,zero_rated,iz waterstones 4759 london,4
pos lner tickets 6617 london direct,zero_rated,pos lner tickets 6617 london direct,4
DD ASDA SUPERMARKET BRISTOL ONLINE,zero_rated,dd asda supermarket bristol online,4
PAYMENT TO TFL TRAVEL ONLINE UK,zero_rated,payment to tfl travel online uk,4
iz *tfl travel 924  ltd ref-6565,zero_rated,iz tfl travel 924 ltd ref 6565,4
FirstTrust Commercial Bank,standard_rate,firsttrust commercial bank,3
"03/07 AT&T; BUSINESS INTERNET SVC Utilities $189.00 $18,462.90",standard_rate,03 07 at t business internet svc utilities 189 00 18 462 90,3
ADOBE CREATIVE 1700  DIRECT,standard_rate,adobe creative 1700 direct,3
SQ *AA BREAKDOWN 6034 GLASGOW DIRECT,exempt,sq aa breakdown 6034 glasgow direct,0
IZ *INTRA ACCOUNT TRANSFER  ONLINE,outside_scope,iz intra account transfer online,1
DD TFL TRAVEL  STORE REF-3448,zero_rated,dd tfl travel store ref 3448,4
card linkedin premium birmingham online ref-8672,standard_rate,card linkedin premium birmingham online ref 8672,3
DD XERO SOFTWARE 2304  DIRECT,standard_rate,dd xero software 2304 direct,3
TRAINLINE 597 LONDON LTD,zero_rated,trainline 597 london ltd,4
CARD PAYROLL TRANSFER 5337  STORE REF-7858,outside_scope,card payroll transfer 5337 store ref 7858,1
CARD QUICKBOOKS  UK REF-1096,standard_rate,card quickbooks uk ref 1096,3
03/10/2025 03/10/2025 DOORDASH FEE PLATFORM DeliveryFees $87.10,standard_rate,03 10 2025 03 10 2025 doordash fee platform deliveryfees 87 10,3
"Mar 07 POS Sales Deposit - Weekly DEP-0307 15,640.00 82,594.80",standard_rate,mar 07 pos sales deposit weekly dep 0307 15 640 00 82 594 80,3
CARD DIRECTOR DRAWINGS 9980 GLASGOW UK,outside_scope,card director drawings 9980 glasgow uk,1
"Software / Services OpenTable, Square POS 2 $149.00",standard_rate,software services opentable square pos 2 149 00,3
POS PAYROLL TRANSFER 6910 MANCHESTER LTD REF-2861,outside_scope,pos payroll transfer 6910 manchester ltd ref 2861,1
DD LNER TICKETS 1774 BIRMINGHAM LTD,zero_rated,dd lner tickets 1774 birmingham ltd,4
aviva insurance 4236  ltd,exempt,aviva insurance 4236 ltd,0
POS HMRC PAYMENTS 5161  STORE REF-2024,outside_scope,pos hmrc payments 5161 store ref 2024,1
IZ *HMRC SHIPLEY 1828 BRISTOL ONLINE,outside_scope,iz hmrc shipley 1828 bristol online,1
"Jan 15 Rent Payment - 2214 W Maple CHK-1021 12,500.00 31,304.80",standard_rate,jan 15 rent payment 2214 w maple chk 1021 12 500 00 31 304 80,3
HSBC BANK FEES 6935  STORE,exempt,hsbc bank fees 6935 store,0
CARD AMAZON EU 238  DIRECT,standard_rate,card amazon eu 238 direct,3
sq *boots uk online ltd,standard_rate,sq boots uk online ltd,3
sq *post office london store ref-1531,exempt,sq post office london store ref 1531,0
Dd British Gas 9680  Store Ref-5264,reduced_rate,dd british gas 9680 store ref 5264,2
CARD INTRA ACCOUNT TRANSFER 6527  PLC,outside_scope,card intra account transfer 6527 plc,1
CARD TESCO STORES 2340 BRISTOL PLC REF-1645,zero_rated,card tesco stores 2340 bristol plc ref 1645,4
dd microsoft 365 6352  ltd,standard_rate,dd microsoft 365 6352 ltd,3
Sq *Boots Uk 5012  Ltd Ref-4909,standard_rate,sq boots uk 5012 ltd ref 4909,3
DD OCTOPUS ENERGY 8876  DIRECT REF-1798,reduced_rate,dd octopus energy 8876 direct ref 1798,2
OCTOPUS ENERGY 990 BRISTOL ONLINE REF-4765,reduced_rate,octopus energy 990 bristol online ref 4765,2
iz *linkedin premium  online,standard_rate,iz linkedin premium online,3
UBER EATS 4306 MANCHESTER,standard_rate,uber eats 4306 manchester,3
sq *aviva insurance 7925  ltd ref-4013,exempt,sq aviva insurance 7925 ltd ref 4013,0
POS SAINSBURYS BIRMINGHAM STORE,zero_rated,pos sainsburys birmingham store,4
PAYMENT TO POST OFFICE LONDON DIRECT,exempt,payment to post office london direct,0
dd waterstones 3641 birmingham direct,zero_rated,dd waterstones 3641 birmingham direct,4
POS GOOGLE WORKSPACE 6728 BRISTOL ONLINE,standard_rate,pos google workspace 6728 bristol online,3
Sq *Lidl Gb 1411 Manchester Direct,zero_rated,sq lidl gb 1411 manchester direct,4
"TOTAL CHARGES $4,506.69",standard_rate,total charges 4 506 69,3
"03/20 AMAZON MARKETPLACE PMTS Supplies $340.00 $17,753.80",standard_rate,03 20 amazon marketplace pmts supplies 340 00 17 753 80,3
SQ *AA BREAKDOWN 7805 GLASGOW ONLINE REF-1536,exempt,sq aa breakdown 7805 glasgow online ref 1536,0
DD ADOBE CREATIVE 6543 BRISTOL ONLINE,standard_rate,dd adobe creative 6543 bristol online,3
"2026-02-12 LINEN SERVICE WEEKLY 96.40 34,486.60",standard_rate,2026 02 12 linen service weekly 96 40 34 486 60,3
Category Summary Total In Total Out Net Tax Estimates (Kentucky),standard_rate,category summary total in total out net tax estimates kentucky,3
PAYMENT TO TESCO STORES MANCHESTER UK REF-2638,zero_rated,payment to tesco stores manchester uk ref 2638,4
POS BARCLAYS BANK 1372 LEEDS,exempt,pos barclays bank 1372 leeds,0
Microsoft 365 1987 Uk Ref-7172,standard_rate,microsoft 365 1987 uk ref 7172,3
westminster council 890  online,outside_scope,westminster council 890 online,1
POS XERO SOFTWARE  ONLINE REF-4846,standard_rate,pos xero software online ref 4846,3
sq *sage subscription  ref-3885,standard_rate,sq sage subscription ref 3885,3
PAYMENT TO ROYAL MAIL 3750 GLASGOW UK REF-6345,exempt,payment to royal mail 3750 glasgow uk ref 6345,0
hsbc bank fees 6097  ltd,exempt,hsbc bank fees 6097 ltd,0
Dd Tesco Stores 1233 Manchester Store Ref-9727,zero_rated,dd tesco stores 1233 manchester store ref 9727,4
Dd Post Office 162 Birmingham,exempt,dd post office 162 birmingham,0
Card Intra Account Transfer 7416 Online Plc,outside_scope,card intra account transfer 7416 online plc,1
CARD LIDL GB 7729 MANCHESTER UK,zero_rated,card lidl gb 7729 manchester uk,4
QUICKBOOKS  ONLINE REF-2754,standard_rate,quickbooks online ref 2754,3
DD DIRECTOR DRAWINGS  LTD,outside_scope,dd director drawings ltd,1
SQ *STATIONERY STATION 2585  LTD,standard_rate,sq stationery station 2585 ltd,3
SQ *EDF ENERGY 1797  UK REF-5815,reduced_rate,sq edf energy 1797 uk ref 5815,2
iz *payroll transfer 9677 leeds store,outside_scope,iz payroll transfer 9677 leeds store,1
DD TFL TRAVEL LEEDS STORE,zero_rated,dd tfl travel leeds store,4
IZ *SAGE SUBSCRIPTION 9218 GLASGOW ONLINE REF-8608,standard_rate,iz sage subscription 9218 glasgow online ref 8608,3
SQ *BRITISH GAS UK UK REF-5524,reduced_rate,sq british gas uk uk ref 5524,2
IZ *TFL TRAVEL 9398 LEEDS UK,zero_rated,iz tfl travel 9398 leeds uk,4
"Jan 03 Sysco Foods Inc - Inventory ACH-7741 4,820.00 37,498.55",standard_rate,jan 03 sysco foods inc inventory ach 7741 4 820 00 37 498 55,3
HMRC SHIPLEY 4397 LONDON UK REF-8851,outside_scope,hmrc shipley 4397 london uk ref 8851,1
"2026-03-14 CATERING INVOICE - CORPORATE LUNCHEON 2,780.00 41,305.93",standard_rate,2026 03 14 catering invoice corporate luncheon 2 780 00 41 305 93,3
Card Stationery Station 8913 Online Plc Ref-9176,standard_rate,card stationery station 8913 online plc ref 9176,3
SQ *SAINSBURYS 5401 GLASGOW PLC,zero_rated,sq sainsburys 5401 glasgow plc,4
CARD WESTMINSTER COUNCIL 5343  ONLINE,outside_scope,card westminster council 5343 online,1
sq *tfl travel 7915 birmingham uk ref-4580,zero_rated,sq tfl travel 7915 birmingham uk ref 4580,4
PAYMENT TO AVIVA INSURANCE LONDON REF-6833,exempt,payment to aviva insurance london ref 6833,0
Tesco Stores 7994  Plc Ref-5835,zero_rated,tesco stores 7994 plc ref 5835,4
Pos Eon Next  Plc Ref-6384,reduced_rate,pos eon next plc ref 6384,2
Iz *Amazon Kindle London Plc,zero_rated,iz amazon kindle london plc,4
PAYMENT TO AMAZON EU  DIRECT,standard_rate,payment to amazon eu direct,3
DD UBER EATS 446  PLC,standard_rate,dd uber eats 446 plc,3
DD WATERSTONES 2380 GLASGOW STORE REF-4268,zero_rated,dd waterstones 2380 glasgow store ref 4268,4
IZ *NATIONAL EXPRESS GLASGOW PLC REF-5817,zero_rated,iz national express glasgow plc ref 5817,4
IZ *AMAZON EU 2157  LTD,standard_rate,iz amazon eu 2157 ltd,3
CARD MICROSOFT 365 7640 BRISTOL,standard_rate,card microsoft 365 7640 bristol,3
DD QUICKBOOKS BRISTOL UK REF-1504,standard_rate,dd quickbooks bristol uk ref 1504,3
SQ *AMAZON EU 478 LEEDS ONLINE REF-9731,standard_rate,sq amazon eu 478 leeds online ref 9731,3
IZ *LIDL GB  DIRECT,zero_rated,iz lidl gb direct,4
Pos Trainline 4553 Bristol Uk Ref-9462,zero_rated,pos trainline 4553 bristol uk ref 9462,4
POS BOOTS UK BRISTOL UK,standard_rate,pos boots uk bristol uk,3
"2025-04-08 COMMERCIAL LEASE PMT 3,484.22 30,705.05",standard_rate,2025 04 08 commercial lease pmt 3 484 22 30 705 05,3
Sq *Hsbc Bank Fees 2747 Uk Online,exempt,sq hsbc bank fees 2747 uk online,0
POS NATIONAL EXPRESS 9706 GLASGOW PLC REF-4802,zero_rated,pos national express 9706 glasgow plc ref 4802,4
dd westminster council 4944  store,outside_scope,dd westminster council 4944 store,1
IZ *HMRC SHIPLEY 8104  STORE,outside_scope,iz hmrc shipley 8104 store,1
CARD BOOTS UK 9510 UK STORE,standard_rate,card boots uk 9510 uk store,3
DD BARCLAYS BANK 9403 BIRMINGHAM DIRECT,exempt,dd barclays bank 9403 birmingham direct,0
IZ *XERO SOFTWARE 2644  DIRECT,standard_rate,iz xero software 2644 direct,3
POS ASDA SUPERMARKET 2267 LONDON REF-1138,zero_rated,pos asda supermarket 2267 london ref 1138,4
ASDA SUPERMARKET 423 LONDON STORE,zero_rated,asda supermarket 423 london store,4
Dd Sage Subscription 4981  Store Ref-8015,standard_rate,dd sage subscription 4981 store ref 8015,3
Pos Tfl Travel 9464  Plc,zero_rated,pos tfl travel 9464 plc,4
CARD SAINSBURYS 9062 BIRMINGHAM PLC REF-2525,zero_rated,card sainsburys 9062 birmingham plc ref 2525,4
SQ *QUICKBOOKS 8975 LEEDS ONLINE,standard_rate,sq quickbooks 8975 leeds online,3
IZ *WATERSTONES 4316 GLASGOW UK REF-5153,zero_rated,iz waterstones 4316 glasgow uk ref 5153,4
Dd Xero Software 4519  Online,standard_rate,dd xero software 4519 online,3
IZ *INTRA ACCOUNT TRANSFER 2848 BIRMINGHAM STORE,outside_scope,iz intra account transfer 2848 birmingham store,1
CARD HSBC BANK FEES LONDON STORE REF-1017,exempt,card hsbc bank fees london store ref 1017,0
Dd Boots Uk 6741 Birmingham Ltd,standard_rate,dd boots uk 6741 birmingham ltd,3
POST OFFICE 5506  PLC,exempt,post office 5506 plc,0
PAYMENT TO LIDL GB 1849  ONLINE REF-6886,zero_rated,payment to lidl gb 1849 online ref 6886,4
IZ *MICROSOFT 365 6931 LONDON UK REF-1318,standard_rate,iz microsoft 365 6931 london uk ref 1318,3
SQ *EON NEXT 8948 LONDON STORE,reduced_rate,sq eon next 8948 london store,2
iz *amazon eu 646 manchester direct,standard_rate,iz amazon eu 646 manchester direct,3
DD BRITISH GAS MANCHESTER ONLINE,reduced_rate,dd british gas manchester online,2
POS HMRC PAYMENTS 4592  DIRECT,outside_scope,pos hmrc payments 4592 direct,1
dd trainline 9139 uk ltd,zero_rated,dd trainline 9139 uk ltd,4
dd amazon uk uk uk,standard_rate,dd amazon uk uk uk,3
DD HSBC BANK FEES 1553 UK ONLINE,exempt,dd hsbc bank fees 1553 uk online,0
CARD LIDL GB 2763  UK,zero_rated,card lidl gb 2763 uk,4
AMAZON KINDLE 4842 LONDON UK,zero_rated,amazon kindle 4842 london uk,4
CARD POST OFFICE 8932 BIRMINGHAM ONLINE REF-9306,exempt,card post office 8932 birmingham online ref 9306,0
pos trainline 2342  online,zero_rated,pos trainline 2342 online,4
TESCO STORES 8198 ONLINE DIRECT REF-3979,zero_rated,tesco stores 8198 online direct ref 3979,4
CARD SAINSBURYS ONLINE STORE,zero_rated,card sainsburys online store,4
PAYMENT TO MICROSOFT 365 7470 LEEDS STORE REF-8506,standard_rate,payment to microsoft 365 7470 leeds store ref 8506,3
payment to amazon kindle 1954 uk direct,zero_rated,payment to amazon kindle 1954 uk direct,4
DD ROYAL MAIL 4464 MANCHESTER LTD,exempt,dd royal mail 4464 manchester ltd,0
CARD XERO SOFTWARE 951  DIRECT,standard_rate,card xero software 951 direct,3
ADOBE CREATIVE 3711  PLC,standard_rate,adobe creative 3711 plc,3
IZ *AA BREAKDOWN 8340 LEEDS ONLINE REF-6096,exempt,iz aa breakdown 8340 leeds online ref 6096,0
DD ALDI STORES  STORE REF-3931,zero_rated,dd aldi stores store ref 3931,4
DELIVEROO 7510 BRISTOL DIRECT REF-9833,standard_rate,deliveroo 7510 bristol direct ref 9833,3
POS POST OFFICE UK REF-1309,exempt,pos post office uk ref 1309,0
DD SAINSBURYS 5907  PLC,zero_rated,dd sainsburys 5907 plc,4
sq *director drawings 3479 glasgow uk ref-6460,outside_scope,sq director drawings 3479 glasgow uk ref 6460,1
POS XERO SOFTWARE 7108 BRISTOL LTD,standard_rate,pos xero software 7108 bristol ltd,3
CARD EDF ENERGY 3183 LEEDS DIRECT REF-2972,reduced_rate,card edf energy 3183 leeds direct ref 2972,2
"Mar 28 OpenTable - Reservation Fee ACH-1105 149.00 82,315.80",standard_rate,mar 28 opentable reservation fee ach 1105 149 00 82 315 80,3
PAYMENT TO ALDI STORES 6199  DIRECT,zero_rated,payment to aldi stores 6199 direct,4
PAYMENT TO NATIONAL EXPRESS 8759 BIRMINGHAM LTD,zero_rated,payment to national express 8759 birmingham ltd,4
IZ *AMAZON KINDLE  DIRECT,zero_rated,iz amazon kindle direct,4
dd aldi stores 300  plc,zero_rated,dd aldi stores 300 plc,4
iz *octopus energy 9145 manchester direct ref-5956,reduced_rate,iz octopus energy 9145 manchester direct ref 5956,2
CARD WATERSTONES 5488  LTD,zero_rated,card waterstones 5488 ltd,4
SAGE SUBSCRIPTION 4845 BRISTOL STORE,standard_rate,sage subscription 4845 bristol store,3
Date Description Reference Debit (-) Credit (+) Balance,standard_rate,date description reference debit credit balance,3
PAYMENT TO POST OFFICE  DIRECT,exempt,payment to post office direct,0
Payment To Hsbc Bank Fees 7140  Plc Ref-1225,exempt,payment to hsbc bank fees 7140 plc ref 1225,0
"Mar 01 ADP Payroll Processing ACH-3305 8,450.00 73,814.80",standard_rate,mar 01 adp payroll processing ach 3305 8 450 00 73 814 80,3
Card Linkedin Premium 5112 Leeds Online,standard_rate,card linkedin premium 5112 leeds online,3
POS WESTMINSTER COUNCIL 4653 GLASGOW ONLINE REF-1519,outside_scope,pos westminster council 4653 glasgow online ref 1519,1
Dd Barclays Bank 4653  Uk Ref-5019,exempt,dd barclays bank 4653 uk ref 5019,0
DD AMAZON EU 9185 BIRMINGHAM PLC,standard_rate,dd amazon eu 9185 birmingham plc,3
Iz *Google Workspace 7084  Direct Ref-8720,standard_rate,iz google workspace 7084 direct ref 8720,3
Quickbooks 2831 London Plc Ref-2864,standard_rate,quickbooks 2831 london plc ref 2864,3
Lidl Gb London Direct,zero_rated,lidl gb london direct,4
PAYMENT TO AA BREAKDOWN 8030  DIRECT,exempt,payment to aa breakdown 8030 direct,0
SQ *GOOGLE WORKSPACE 6541 GLASGOW STORE,standard_rate,sq google workspace 6541 glasgow store,3
Card Waterstones 2089 Glasgow Store Ref-9369,zero_rated,card waterstones 2089 glasgow store ref 9369,4
National Express 8459  Plc,zero_rated,national express 8459 plc,4
SQ *TRAINLINE 7787  LTD REF-7651,zero_rated,sq trainline 7787 ltd ref 7651,4
PAYMENT TO STATIONERY STATION BIRMINGHAM PLC REF-6971,standard_rate,payment to stationery station birmingham plc ref 6971,3
Waterstones 960 London Uk,zero_rated,waterstones 960 london uk,4
stationery station 5207 manchester store,standard_rate,stationery station 5207 manchester store,3
CARD HMRC SHIPLEY 8179 UK UK,outside_scope,card hmrc shipley 8179 uk uk,1
CARD SAINSBURYS 9838  DIRECT,zero_rated,card sainsburys 9838 direct,4
iz *aldi stores manchester plc ref-8197,zero_rated,iz aldi stores manchester plc ref 8197,4
sq *national express 2178 london store ref-1619,zero_rated,sq national express 2178 london store ref 1619,4
IZ *TESCO EXPRESS 9974  DIRECT REF-6461,zero_rated,iz tesco express 9974 direct ref 6461,4
Payment To Royal Mail 1333 Bristol Uk Ref-4170,exempt,payment to royal mail 1333 bristol uk ref 4170,0
IZ *DELIVEROO ONLINE LTD REF-1045,standard_rate,iz deliveroo online ltd ref 1045,3
SQ *TRAINLINE 8756  PLC REF-7548,zero_rated,sq trainline 8756 plc ref 7548,4
Payment To Xero Software 7035  Online,standard_rate,payment to xero software 7035 online,3
EDF ENERGY 757 ONLINE UK,reduced_rate,edf energy 757 online uk,2
Card Octopus Energy Online Plc,reduced_rate,card octopus energy online plc,2
DD AMAZON EU BIRMINGHAM UK REF-3973,standard_rate,dd amazon eu birmingham uk ref 3973,3
SQ *AA BREAKDOWN 1818  PLC,exempt,sq aa breakdown 1818 plc,0
DD XERO SOFTWARE 9734  UK,standard_rate,dd xero software 9734 uk,3
POS SAINSBURYS  ONLINE,zero_rated,pos sainsburys online,4
DD LNER TICKETS 5407  UK,zero_rated,dd lner tickets 5407 uk,4
Card Octopus Energy 6571 Glasgow Online,reduced_rate,card octopus energy 6571 glasgow online,2
IZ *MICROSOFT 365 6505 BRISTOL LTD,standard_rate,iz microsoft 365 6505 bristol ltd,3
"Jan 29 Republic Services - Trash ACH-2210 310.00 48,954.80",standard_rate,jan 29 republic services trash ach 2210 310 00 48 954 80,3
IZ *AMAZON UK  ONLINE,standard_rate,iz amazon uk online,3
PAYMENT TO HMRC SHIPLEY 7518  STORE,outside_scope,payment to hmrc shipley 7518 store,1
CARD AMAZON EU 9368 BIRMINGHAM STORE REF-3875,standard_rate,card amazon eu 9368 birmingham store ref 3875,3
iz *barclays bank uk plc ref-3622,exempt,iz barclays bank uk plc ref 3622,0
IZ *ASDA SUPERMARKET BIRMINGHAM REF-5140,zero_rated,iz asda supermarket birmingham ref 5140,4
PAYMENT TO TESCO STORES 987 UK UK REF-2612,zero_rated,payment to tesco stores 987 uk uk ref 2612,4
IZ *SAINSBURYS,zero_rated,iz sainsburys,4
IZ *TFL TRAVEL 778  LTD REF-3140,zero_rated,iz tfl travel 778 ltd ref 3140,4
IZ *TESCO EXPRESS 6170,zero_rated,iz tesco express 6170,4
Iz *Microsoft 365  Store Ref-9573,standard_rate,iz microsoft 365 store ref 9573,3
BARCLAYS BANK 4002 BRISTOL LTD REF-5579,exempt,barclays bank 4002 bristol ltd ref 5579,0
"2025-04-30 GUSTO PAYROLL 3,879.50 19,675.41",standard_rate,2025 04 30 gusto payroll 3 879 50 19 675 41,3
AMAZON UK 6458 UK UK,standard_rate,amazon uk 6458 uk uk,3
IZ *AMAZON UK 4461  PLC,standard_rate,iz amazon uk 4461 plc,3
HMRC SHIPLEY 5645 MANCHESTER STORE,outside_scope,hmrc shipley 5645 manchester store,1
