raw_description,vat_code,base_merchant
PAYMENT TO TFL TRAVEL ONLINE UK,zero_rated,TFL TRAVEL
POS TRAINLINE 8747  PLC REF-4179,zero_rated,TRAINLINE
IZ *TFL TRAVEL 7858  DIRECT REF-7326,zero_rated,TFL TRAVEL
SQ *OCTOPUS ENERGY  UK REF-7934,reduced_rate,OCTOPUS ENERGY
AVIVA INSURANCE BIRMINGHAM REF-7667,exempt,AVIVA INSURANCE
SQ *ADOBE CREATIVE ONLINE LTD,standard_rate,ADOBE CREATIVE
dd intra account transfer leeds store ref-8743,outside_scope,INTRA ACCOUNT TRANSFER
HSBC BANK FEES UK STORE,exempt,HSBC BANK FEES
iz *eon next 7858 uk ltd ref-9765,reduced_rate,EON NEXT
CARD LNER TICKETS 5448 MANCHESTER DIRECT REF-7463,zero_rated,LNER TICKETS
POS EDF ENERGY 9388  STORE,reduced_rate,EDF ENERGY
iz *waterstones 4759 london,zero_rated,WATERSTONES
POS HMRC PAYMENTS 3995  REF-7636,outside_scope,HMRC PAYMENTS
dd hsbc bank fees online plc,exempt,HSBC BANK FEES
Card Linkedin Premium 4983  Store,standard_rate,LINKEDIN PREMIUM
IZ *HMRC PAYMENTS 3868  ONLINE REF-4631,outside_scope,HMRC PAYMENTS
Payment To Octopus Energy Manchester,reduced_rate,OCTOPUS ENERGY
Iz *Tesco Express 6521 Bristol Plc,zero_rated,TESCO EXPRESS
pos boots uk leeds plc,standard_rate,BOOTS UK
DD AMAZON EU 4596  ONLINE,standard_rate,AMAZON EU
POS HSBC BANK FEES 6287  DIRECT REF-9063,exempt,HSBC BANK FEES
PAYMENT TO BARCLAYS BANK 7207 GLASGOW DIRECT,exempt,BARCLAYS BANK
SQ *ROYAL MAIL 3467 MANCHESTER STORE,exempt,ROYAL MAIL
CARD QUICKBOOKS 1736 MANCHESTER UK REF-6079,standard_rate,QUICKBOOKS
Sainsburys 3570  Uk Ref-2922,zero_rated,SAINSBURYS
IZ *HMRC PAYMENTS 2677 UK STORE,outside_scope,HMRC PAYMENTS
DD AMAZON KINDLE 4845  STORE,zero_rated,AMAZON KINDLE
payment to tesco stores online uk ref-7381,zero_rated,TESCO STORES
IZ *LINKEDIN PREMIUM 6588 LONDON STORE REF-1616,standard_rate,LINKEDIN PREMIUM
POS AMAZON KINDLE  DIRECT REF-4094,zero_rated,AMAZON KINDLE
CARD INTRA ACCOUNT TRANSFER 7746 UK LTD REF-1657,outside_scope,INTRA ACCOUNT TRANSFER
CARD BARCLAYS BANK 4757 LEEDS ONLINE REF-2158,exempt,BARCLAYS BANK
CARD BOOTS UK 8407 BRISTOL ONLINE,standard_rate,BOOTS UK
Iz *Stationery Station 3124  Plc,standard_rate,STATIONERY STATION
Dd Amazon Kindle 835  Uk,zero_rated,AMAZON KINDLE
POS LIDL GB LEEDS LTD,zero_rated,LIDL GB
Card Barclays Bank  Uk,exempt,BARCLAYS BANK
SQ *WATERSTONES 7258  PLC,zero_rated,WATERSTONES
DD PAYROLL TRANSFER  PLC,outside_scope,PAYROLL TRANSFER
DD SAGE SUBSCRIPTION MANCHESTER PLC REF-3643,standard_rate,SAGE SUBSCRIPTION
Sq *Tesco Express 5631  Store Ref-1674,zero_rated,TESCO EXPRESS
IZ *TESCO STORES 4538  STORE,zero_rated,TESCO STORES
NATIONAL EXPRESS 7665  LTD,zero_rated,NATIONAL EXPRESS
PAYMENT TO EON NEXT 6677 ONLINE STORE,reduced_rate,EON NEXT
TFL TRAVEL MANCHESTER DIRECT REF-6332,zero_rated,TFL TRAVEL
dd westminster council 6321 manchester store ref-3197,outside_scope,WESTMINSTER COUNCIL
DD UBER EATS 2022 BRISTOL STORE,standard_rate,UBER EATS
iz *uber eats uk ltd ref-1506,standard_rate,UBER EATS
pos quickbooks 4773 bristol ltd ref-4179,standard_rate,QUICKBOOKS
Payment To Amazon Uk Online Plc,standard_rate,AMAZON UK
DD TRAINLINE 4517 UK ONLINE,zero_rated,TRAINLINE
POS DIRECTOR DRAWINGS  LTD,outside_scope,DIRECTOR DRAWINGS
pos national express bristol online,zero_rated,NATIONAL EXPRESS
OCTOPUS ENERGY LEEDS,reduced_rate,OCTOPUS ENERGY
CARD BRITISH GAS 4483 LEEDS,reduced_rate,BRITISH GAS
IZ *AMAZON UK 2099  ONLINE,standard_rate,AMAZON UK
iz *intra account transfer 5705  direct,outside_scope,INTRA ACCOUNT TRANSFER
SQ *MICROSOFT 365 2455  DIRECT,standard_rate,MICROSOFT 365
sq *stationery station 5651 london,standard_rate,STATIONERY STATION
sq *british gas 3295 uk direct ref-5801,reduced_rate,BRITISH GAS
PAYMENT TO EDF ENERGY 4528  DIRECT REF-6499,reduced_rate,EDF ENERGY
POS HMRC SHIPLEY ONLINE DIRECT,outside_scope,HMRC SHIPLEY
SAGE SUBSCRIPTION 9113  REF-6906,standard_rate,SAGE SUBSCRIPTION
iz *sainsburys 4002  uk,zero_rated,SAINSBURYS
CARD WATERSTONES 5488  LTD,zero_rated,WATERSTONES
PAYMENT TO LNER TICKETS 5613 BIRMINGHAM DIRECT REF-1887,zero_rated,LNER TICKETS
PAYMENT TO DELIVEROO ONLINE UK,standard_rate,DELIVEROO
CARD HMRC PAYMENTS 9410 MANCHESTER DIRECT,outside_scope,HMRC PAYMENTS
PAYMENT TO STATIONERY STATION 8209  UK,standard_rate,STATIONERY STATION
iz *xero software online plc,standard_rate,XERO SOFTWARE
Dd Hsbc Bank Fees  Uk,exempt,HSBC BANK FEES
DD EON NEXT 5940 MANCHESTER UK,reduced_rate,EON NEXT
POST OFFICE 5407 MANCHESTER REF-5550,exempt,POST OFFICE
POS AMAZON UK 2506  REF-8310,standard_rate,AMAZON UK
POS POST OFFICE 1725  PLC REF-4524,exempt,POST OFFICE
IZ *UBER EATS 3582 ONLINE UK REF-7810,standard_rate,UBER EATS
payment to linkedin premium 4937  ltd,standard_rate,LINKEDIN PREMIUM
TRAINLINE ONLINE ONLINE,zero_rated,TRAINLINE
CARD AMAZON UK 5691 LONDON UK,standard_rate,AMAZON UK
DD AVIVA INSURANCE UK ONLINE REF-8354,exempt,AVIVA INSURANCE
PAYMENT TO XERO SOFTWARE 3329 GLASGOW UK,standard_rate,XERO SOFTWARE
Card Stationery Station 8771  Uk,standard_rate,STATIONERY STATION
Iz *Aldi Stores 8463 Bristol Online,zero_rated,ALDI STORES
CARD EDF ENERGY  STORE,reduced_rate,EDF ENERGY
DD ASDA SUPERMARKET 7569 BRISTOL LTD REF-9587,zero_rated,ASDA SUPERMARKET
PAYMENT TO AMAZON UK 8879 MANCHESTER PLC,standard_rate,AMAZON UK
DD SAINSBURYS 6538  UK REF-6345,zero_rated,SAINSBURYS
BOOTS UK GLASGOW PLC,standard_rate,BOOTS UK
CARD AVIVA INSURANCE  DIRECT,exempt,AVIVA INSURANCE
IZ *TRAINLINE  PLC,zero_rated,TRAINLINE
pos westminster council leeds direct ref-4646,outside_scope,WESTMINSTER COUNCIL
POS UBER EATS LONDON REF-8490,standard_rate,UBER EATS
SQ *LIDL GB 8679  PLC,zero_rated,LIDL GB
Sq *Hsbc Bank Fees 5314  Direct Ref-1686,exempt,HSBC BANK FEES
PAYMENT TO HSBC BANK FEES 7779 LONDON DIRECT,exempt,HSBC BANK FEES
Iz *Amazon Uk 4761 Leeds Store Ref-3293,standard_rate,AMAZON UK
Payment To Director Drawings 7713 Leeds Uk Ref-3110,outside_scope,DIRECTOR DRAWINGS
IZ *BARCLAYS BANK 8038  UK REF-2330,exempt,BARCLAYS BANK
card hsbc bank fees birmingham ltd ref-3757,exempt,HSBC BANK FEES
IZ *TFL TRAVEL 9398 LEEDS UK,zero_rated,TFL TRAVEL
ASDA SUPERMARKET 9539 ONLINE DIRECT,zero_rated,ASDA SUPERMARKET
PAYMENT TO DIRECTOR DRAWINGS 7614  ONLINE,outside_scope,DIRECTOR DRAWINGS
POS NATIONAL EXPRESS 2256 UK ONLINE REF-1110,zero_rated,NATIONAL EXPRESS
POS TRAINLINE  STORE REF-4915,zero_rated,TRAINLINE
pos amazon eu 2432 leeds,standard_rate,AMAZON EU
DD BRITISH GAS 3047 GLASGOW UK,reduced_rate,BRITISH GAS
payment to hsbc bank fees 5815  ltd ref-9077,exempt,HSBC BANK FEES
DD DIRECTOR DRAWINGS 493 MANCHESTER,outside_scope,DIRECTOR DRAWINGS
POS HSBC BANK FEES 8663 BRISTOL STORE REF-4300,exempt,HSBC BANK FEES
Sage Subscription Leeds Plc,standard_rate,SAGE SUBSCRIPTION
Sq *Aldi Stores  Ltd,zero_rated,ALDI STORES
CARD DIRECTOR DRAWINGS 1844 BIRMINGHAM ONLINE,outside_scope,DIRECTOR DRAWINGS
SQ *EON NEXT 8050 ONLINE UK REF-9605,reduced_rate,EON NEXT
PAYMENT TO PAYROLL TRANSFER BRISTOL PLC,outside_scope,PAYROLL TRANSFER
UBER EATS 9280  STORE REF-9243,standard_rate,UBER EATS
POS LNER TICKETS 4351  STORE,zero_rated,LNER TICKETS
DD NATIONAL EXPRESS 9863  LTD,zero_rated,NATIONAL EXPRESS
Dd Xero Software 4519  Online,standard_rate,XERO SOFTWARE
DD NATIONAL EXPRESS 2793 MANCHESTER,zero_rated,NATIONAL EXPRESS
POS MICROSOFT 365 3147 LONDON PLC,standard_rate,MICROSOFT 365
Dd Aa Breakdown  Direct Ref-6964,exempt,AA BREAKDOWN
DD TESCO STORES LONDON,zero_rated,TESCO STORES
Sq *Linkedin Premium Online Ltd Ref-9698,standard_rate,LINKEDIN PREMIUM
Iz *Westminster Council 8053  Uk,outside_scope,WESTMINSTER COUNCIL
PAYMENT TO BARCLAYS BANK  LTD REF-8277,exempt,BARCLAYS BANK
POS BOOTS UK MANCHESTER ONLINE,standard_rate,BOOTS UK
POS GOOGLE WORKSPACE LEEDS,standard_rate,GOOGLE WORKSPACE
SQ *OCTOPUS ENERGY BRISTOL UK,reduced_rate,OCTOPUS ENERGY
sq *payroll transfer  online ref-1615,outside_scope,PAYROLL TRANSFER
PAYROLL TRANSFER 3769  STORE REF-8711,outside_scope,PAYROLL TRANSFER
POS TFL TRAVEL UK UK REF-5601,zero_rated,TFL TRAVEL
DD TESCO STORES 3073 UK DIRECT REF-8141,zero_rated,TESCO STORES
Pos Amazon Uk 7174  Uk Ref-9121,standard_rate,AMAZON UK
amazon uk leeds store,standard_rate,AMAZON UK
CARD NATIONAL EXPRESS GLASGOW STORE REF-9265,zero_rated,NATIONAL EXPRESS
LIDL GB 1280  STORE,zero_rated,LIDL GB
POS ROYAL MAIL 158 BRISTOL DIRECT,exempt,ROYAL MAIL
card aviva insurance manchester online ref-8795,exempt,AVIVA INSURANCE
DD TESCO STORES UK ONLINE,zero_rated,TESCO STORES
SQ *STATIONERY STATION,standard_rate,STATIONERY STATION
PAYMENT TO PAYROLL TRANSFER  ONLINE REF-9583,outside_scope,PAYROLL TRANSFER
dd xero software 7758 leeds,standard_rate,XERO SOFTWARE
DD WATERSTONES  UK,zero_rated,WATERSTONES
IZ *AMAZON KINDLE 6628 LEEDS UK,zero_rated,AMAZON KINDLE
CARD ALDI STORES 8474 BRISTOL DIRECT,zero_rated,ALDI STORES
POS AVIVA INSURANCE LEEDS PLC,exempt,AVIVA INSURANCE
WATERSTONES 5765 BRISTOL DIRECT,zero_rated,WATERSTONES
IZ *ASDA SUPERMARKET BIRMINGHAM REF-5140,zero_rated,ASDA SUPERMARKET
IZ *ASDA SUPERMARKET LONDON UK,zero_rated,ASDA SUPERMARKET
dd amazon kindle 8644 bristol direct,zero_rated,AMAZON KINDLE
CARD NATIONAL EXPRESS 4712 UK LTD,zero_rated,NATIONAL EXPRESS
Payment To Trainline 2177 Manchester Ltd Ref-4764,zero_rated,TRAINLINE
PAYMENT TO TESCO STORES 3828  UK,zero_rated,TESCO STORES
POS DELIVEROO 2221 UK UK,standard_rate,DELIVEROO
SQ *AVIVA INSURANCE 9891 LEEDS UK REF-2602,exempt,AVIVA INSURANCE
IZ *INTRA ACCOUNT TRANSFER 9731  UK REF-4243,outside_scope,INTRA ACCOUNT TRANSFER
POS LINKEDIN PREMIUM 1002 BRISTOL PLC,standard_rate,LINKEDIN PREMIUM
SQ *BRITISH GAS 4446 LEEDS DIRECT,reduced_rate,BRITISH GAS
SQ *ALDI STORES LEEDS PLC,zero_rated,ALDI STORES
CARD HMRC PAYMENTS 6044 ONLINE REF-1489,outside_scope,HMRC PAYMENTS
Card Xero Software Manchester Ltd,standard_rate,XERO SOFTWARE
WATERSTONES 7294 BRISTOL PLC REF-3018,zero_rated,WATERSTONES
Dd Hsbc Bank Fees Uk Direct Ref-7447,exempt,HSBC BANK FEES
DD TESCO EXPRESS BIRMINGHAM PLC REF-2657,zero_rated,TESCO EXPRESS
DD TFL TRAVEL GLASGOW LTD,zero_rated,TFL TRAVEL
Sq *Octopus Energy 9288,reduced_rate,OCTOPUS ENERGY
PAYMENT TO ADOBE CREATIVE 255 LONDON LTD REF-7864,standard_rate,ADOBE CREATIVE
IZ *LIDL GB 2000,zero_rated,LIDL GB
card british gas 6100  online,reduced_rate,BRITISH GAS
CARD SAGE SUBSCRIPTION 2733 ONLINE PLC REF-7517,standard_rate,SAGE SUBSCRIPTION
SQ *DELIVEROO 1397  UK REF-3636,standard_rate,DELIVEROO
POS ALDI STORES 8971 UK LTD REF-8901,zero_rated,ALDI STORES
POS HMRC SHIPLEY ONLINE PLC REF-6512,outside_scope,HMRC SHIPLEY
DD MICROSOFT 365 4791  REF-8840,standard_rate,MICROSOFT 365
Pos Microsoft 365 4781,standard_rate,MICROSOFT 365
PAYMENT TO MICROSOFT 365 7821  ONLINE REF-1953,standard_rate,MICROSOFT 365
Pos Westminster Council 1787 Manchester Ref-6155,outside_scope,WESTMINSTER COUNCIL
sq *hmrc payments 7543  online ref-8259,outside_scope,HMRC PAYMENTS
SQ *ALDI STORES 1567 UK UK,zero_rated,ALDI STORES
pos aa breakdown glasgow plc,exempt,AA BREAKDOWN
HMRC SHIPLEY 3515 BIRMINGHAM REF-1421,outside_scope,HMRC SHIPLEY
PAYMENT TO INTRA ACCOUNT TRANSFER  UK REF-1757,outside_scope,INTRA ACCOUNT TRANSFER
Pos Amazon Eu Birmingham Ltd,standard_rate,AMAZON EU
CARD MICROSOFT 365 6271 GLASGOW STORE,standard_rate,MICROSOFT 365
CARD GOOGLE WORKSPACE GLASGOW UK,standard_rate,GOOGLE WORKSPACE
SQ *TESCO STORES 3190 UK REF-4912,zero_rated,TESCO STORES
Dd Eon Next 5898,reduced_rate,EON NEXT
PAYMENT TO SAGE SUBSCRIPTION  PLC REF-1992,standard_rate,SAGE SUBSCRIPTION
TFL TRAVEL 3881  LTD REF-8208,zero_rated,TFL TRAVEL
DD PAYROLL TRANSFER 3884 UK UK,outside_scope,PAYROLL TRANSFER
DIRECTOR DRAWINGS 490  PLC,outside_scope,DIRECTOR DRAWINGS
iz *hsbc bank fees 4974  ref-3167,exempt,HSBC BANK FEES
IZ *AMAZON KINDLE LONDON ONLINE,zero_rated,AMAZON KINDLE
SQ *POST OFFICE 9197  LTD REF-5245,exempt,POST OFFICE
EDF ENERGY 1024 GLASGOW UK,reduced_rate,EDF ENERGY
Payment To Aa Breakdown 1576 Bristol Store,exempt,AA BREAKDOWN
payment to deliveroo 2571 london ref-3919,standard_rate,DELIVEROO
IZ *SAGE SUBSCRIPTION 1165  UK REF-8643,standard_rate,SAGE SUBSCRIPTION
IZ *XERO SOFTWARE 6946 BIRMINGHAM LTD REF-3938,standard_rate,XERO SOFTWARE
CARD TESCO STORES ONLINE LTD,zero_rated,TESCO STORES
Card Google Workspace  Online,standard_rate,GOOGLE WORKSPACE
CARD UBER EATS 6087  UK REF-9275,standard_rate,UBER EATS
Card Post Office  Ltd,exempt,POST OFFICE
CARD TFL TRAVEL 4783  UK,zero_rated,TFL TRAVEL
DD MICROSOFT 365 6037 LEEDS UK REF-4964,standard_rate,MICROSOFT 365
EON NEXT,reduced_rate,EON NEXT
POS NATIONAL EXPRESS  UK REF-8431,zero_rated,NATIONAL EXPRESS
CARD ASDA SUPERMARKET 851 MANCHESTER DIRECT,zero_rated,ASDA SUPERMARKET
card stationery station 5817  ltd ref-7841,standard_rate,STATIONERY STATION
CARD TESCO STORES 3780 LEEDS LTD REF-3414,zero_rated,TESCO STORES
SQ *BRITISH GAS 2065 BRISTOL PLC,reduced_rate,BRITISH GAS
ADOBE CREATIVE MANCHESTER STORE,standard_rate,ADOBE CREATIVE
SQ *WESTMINSTER COUNCIL ONLINE LTD,outside_scope,WESTMINSTER COUNCIL
Iz *Tfl Travel 8027  Ltd Ref-3919,zero_rated,TFL TRAVEL
DD HSBC BANK FEES 6683 LONDON LTD REF-8833,exempt,HSBC BANK FEES
IZ *AVIVA INSURANCE 1726 ONLINE PLC REF-5009,exempt,AVIVA INSURANCE
POS HSBC BANK FEES  DIRECT,exempt,HSBC BANK FEES
SQ *LINKEDIN PREMIUM 9509 MANCHESTER LTD,standard_rate,LINKEDIN PREMIUM
SQ *ALDI STORES 9929 BIRMINGHAM DIRECT,zero_rated,ALDI STORES
CARD MICROSOFT 365 LONDON STORE REF-6528,standard_rate,MICROSOFT 365
SQ *AMAZON KINDLE 5552 MANCHESTER ONLINE REF-2059,zero_rated,AMAZON KINDLE
iz *tesco stores 706 birmingham,zero_rated,TESCO STORES
POS ROYAL MAIL 7280  STORE REF-5820,exempt,ROYAL MAIL
SQ *BRITISH GAS BIRMINGHAM UK,reduced_rate,BRITISH GAS
POS WESTMINSTER COUNCIL 4810 BRISTOL STORE,outside_scope,WESTMINSTER COUNCIL
Sq *Quickbooks London Store,standard_rate,QUICKBOOKS
Payment To Sage Subscription London Store Ref-4011,standard_rate,SAGE SUBSCRIPTION
CARD AMAZON KINDLE 7903 LEEDS DIRECT REF-3016,zero_rated,AMAZON KINDLE
DD ASDA SUPERMARKET 9092 LONDON ONLINE,zero_rated,ASDA SUPERMARKET
SQ *EDF ENERGY 9081 GLASGOW PLC REF-7688,reduced_rate,EDF ENERGY
Card Lner Tickets 3662  Online,zero_rated,LNER TICKETS
SQ *ASDA SUPERMARKET 9482 BRISTOL LTD,zero_rated,ASDA SUPERMARKET
SQ *EON NEXT 3897,reduced_rate,EON NEXT
SQ *LIDL GB 8830  REF-8405,zero_rated,LIDL GB
Pos Payroll Transfer 9362 London Plc Ref-5395,outside_scope,PAYROLL TRANSFER
Iz *Waterstones 5237  Ltd Ref-8387,zero_rated,WATERSTONES
iz *hmrc shipley 4597 birmingham plc ref-6816,outside_scope,HMRC SHIPLEY
Sq *Director Drawings Bristol Store,outside_scope,DIRECTOR DRAWINGS
PAYMENT TO LNER TICKETS 4218 LEEDS PLC REF-9879,zero_rated,LNER TICKETS
DD TRAINLINE 1659 MANCHESTER STORE REF-6468,zero_rated,TRAINLINE
Trainline 8964  Plc,zero_rated,TRAINLINE
CARD DELIVEROO BRISTOL UK REF-3383,standard_rate,DELIVEROO
iz *aldi stores manchester plc ref-8197,zero_rated,ALDI STORES
PAYMENT TO ADOBE CREATIVE 4721  PLC,standard_rate,ADOBE CREATIVE
IZ *BARCLAYS BANK ONLINE LTD REF-4744,exempt,BARCLAYS BANK
IZ *ALDI STORES 5331  DIRECT,zero_rated,ALDI STORES
POS LNER TICKETS  ONLINE,zero_rated,LNER TICKETS
IZ *EON NEXT 1134  REF-7988,reduced_rate,EON NEXT
Card Aldi Stores 2362  Store Ref-2951,zero_rated,ALDI STORES
PAYMENT TO STATIONERY STATION 2842  PLC REF-4741,standard_rate,STATIONERY STATION
IZ *MICROSOFT 365 UK PLC REF-3745,standard_rate,MICROSOFT 365
IZ *ROYAL MAIL  UK REF-1923,exempt,ROYAL MAIL
Dd National Express 1617 London Plc,zero_rated,NATIONAL EXPRESS
DD STATIONERY STATION LEEDS ONLINE,standard_rate,STATIONERY STATION
PAYMENT TO AA BREAKDOWN 9896  STORE,exempt,AA BREAKDOWN
PAYMENT TO ASDA SUPERMARKET  DIRECT REF-4366,zero_rated,ASDA SUPERMARKET
card aa breakdown  direct ref-3633,exempt,AA BREAKDOWN
Card Sainsburys 3800 Leeds Direct,zero_rated,SAINSBURYS
STATIONERY STATION 5480 MANCHESTER LTD,standard_rate,STATIONERY STATION
DD DELIVEROO 9867 GLASGOW LTD REF-5586,standard_rate,DELIVEROO
CARD TESCO EXPRESS 2298 UK UK REF-8668,zero_rated,TESCO EXPRESS
POS WESTMINSTER COUNCIL 7298  STORE,outside_scope,WESTMINSTER COUNCIL
dd barclays bank bristol plc,exempt,BARCLAYS BANK
DD WATERSTONES 7029,zero_rated,WATERSTONES
SQ *AA BREAKDOWN 8114,exempt,AA BREAKDOWN
BRITISH GAS 4738 MANCHESTER,reduced_rate,BRITISH GAS
CARD LNER TICKETS 5529 UK ONLINE,zero_rated,LNER TICKETS
CARD POST OFFICE 1909 ONLINE ONLINE,exempt,POST OFFICE
card sage subscription 4541 leeds ltd ref-5191,standard_rate,SAGE SUBSCRIPTION
POS LNER TICKETS 7038 MANCHESTER UK,zero_rated,LNER TICKETS
POS LNER TICKETS 2364 BRISTOL STORE,zero_rated,LNER TICKETS
SQ *INTRA ACCOUNT TRANSFER 8901 GLASGOW ONLINE,outside_scope,INTRA ACCOUNT TRANSFER
payment to director drawings,outside_scope,DIRECTOR DRAWINGS
DD DELIVEROO 7221 LEEDS ONLINE REF-4197,standard_rate,DELIVEROO
payment to quickbooks 2326 birmingham direct,standard_rate,QUICKBOOKS
CARD AMAZON UK 3968  ONLINE,standard_rate,AMAZON UK
PAYMENT TO DIRECTOR DRAWINGS 4872 ONLINE PLC REF-3096,outside_scope,DIRECTOR DRAWINGS
card deliveroo 4415  plc,standard_rate,DELIVEROO
Payment To Tesco Express London Plc Ref-4836,zero_rated,TESCO EXPRESS
PAYMENT TO TFL TRAVEL UK STORE REF-1296,zero_rated,TFL TRAVEL
pos aviva insurance 5506 birmingham,exempt,AVIVA INSURANCE
Iz *Tesco Express 868 Online Plc Ref-7244,zero_rated,TESCO EXPRESS
SQ *TESCO STORES 4781 BRISTOL DIRECT,zero_rated,TESCO STORES
Westminster Council Online Plc Ref-6367,outside_scope,WESTMINSTER COUNCIL
SQ *ALDI STORES LONDON,zero_rated,ALDI STORES
DD BRITISH GAS 3803  LTD,reduced_rate,BRITISH GAS
sq *aviva insurance 2724 birmingham uk,exempt,AVIVA INSURANCE
Payment To Barclays Bank 210 Bristol Plc,exempt,BARCLAYS BANK
PAYMENT TO WESTMINSTER COUNCIL 2548 MANCHESTER PLC,outside_scope,WESTMINSTER COUNCIL
SQ *BRITISH GAS 3709 GLASGOW PLC,reduced_rate,BRITISH GAS
Dd Hsbc Bank Fees 9991 Birmingham Plc Ref-4484,exempt,HSBC BANK FEES
payment to tesco express london ltd,zero_rated,TESCO EXPRESS
Pos Lidl Gb 7370 Leeds Uk,zero_rated,LIDL GB
CARD TRAINLINE 325 LEEDS LTD,zero_rated,TRAINLINE
IZ *MICROSOFT 365,standard_rate,MICROSOFT 365
IZ *EON NEXT 6056 LEEDS LTD REF-7528,reduced_rate,EON NEXT
PAYMENT TO AVIVA INSURANCE 912  STORE REF-4513,exempt,AVIVA INSURANCE
SQ *HSBC BANK FEES 4528  UK,exempt,HSBC BANK FEES
AA BREAKDOWN  LTD,exempt,AA BREAKDOWN
IZ *TESCO EXPRESS 3624 MANCHESTER ONLINE,zero_rated,TESCO EXPRESS
PAYMENT TO DELIVEROO ONLINE ONLINE,standard_rate,DELIVEROO
SAINSBURYS 3570  STORE,zero_rated,SAINSBURYS
Payment To National Express 8091 London Ref-5707,zero_rated,NATIONAL EXPRESS
POS LNER TICKETS 2029 GLASGOW,zero_rated,LNER TICKETS
iz *lidl gb 998 glasgow ltd,zero_rated,LIDL GB
POS STATIONERY STATION 6902  UK REF-6176,standard_rate,STATIONERY STATION
pos director drawings 4654  direct ref-5055,outside_scope,DIRECTOR DRAWINGS
EDF ENERGY 757 ONLINE UK,reduced_rate,EDF ENERGY
Payment To Google Workspace 7673 Online,standard_rate,GOOGLE WORKSPACE
CARD UBER EATS 6725 BRISTOL UK,standard_rate,UBER EATS
IZ *SAINSBURYS LONDON REF-8230,zero_rated,SAINSBURYS
DD POST OFFICE MANCHESTER,exempt,POST OFFICE
Pos Google Workspace 7571 Leeds Ltd,standard_rate,GOOGLE WORKSPACE
DD AMAZON KINDLE 6493 ONLINE DIRECT,zero_rated,AMAZON KINDLE
sq *sainsburys 7331 london,zero_rated,SAINSBURYS
PAYMENT TO LNER TICKETS 9619  UK REF-7523,zero_rated,LNER TICKETS
POS WATERSTONES 6728  UK,zero_rated,WATERSTONES
SQ *SAGE SUBSCRIPTION 9931  DIRECT,standard_rate,SAGE SUBSCRIPTION
SQ *MICROSOFT 365 5411 LONDON UK REF-4932,standard_rate,MICROSOFT 365
CARD BARCLAYS BANK 6332 ONLINE,exempt,BARCLAYS BANK
SQ *EON NEXT  PLC,reduced_rate,EON NEXT
sq *royal mail 4026 manchester plc ref-9538,exempt,ROYAL MAIL
POS DELIVEROO 3943  ONLINE,standard_rate,DELIVEROO
Payroll Transfer 4717  Ltd,outside_scope,PAYROLL TRANSFER
DD EDF ENERGY 7909 LONDON LTD REF-3422,reduced_rate,EDF ENERGY
IZ *QUICKBOOKS ONLINE UK REF-9799,standard_rate,QUICKBOOKS
LIDL GB 2717 UK PLC REF-1706,zero_rated,LIDL GB
Royal Mail  Store,exempt,ROYAL MAIL
PAYMENT TO AMAZON EU 8302 BRISTOL PLC REF-7271,standard_rate,AMAZON EU
CARD TESCO EXPRESS 2978  LTD,zero_rated,TESCO EXPRESS
POS STATIONERY STATION 6683 UK LTD,standard_rate,STATIONERY STATION
IZ *GOOGLE WORKSPACE 7502  LTD,standard_rate,GOOGLE WORKSPACE
POS AMAZON UK 2789 BRISTOL PLC,standard_rate,AMAZON UK
DD BOOTS UK 7443  ONLINE REF-6407,standard_rate,BOOTS UK
Sq *Tesco Stores 2542  Ltd,zero_rated,TESCO STORES
payment to amazon kindle 8854 london ltd ref-5001,zero_rated,AMAZON KINDLE
pos amazon eu 1759  direct,standard_rate,AMAZON EU
Dd Waterstones 7156 Leeds Uk,zero_rated,WATERSTONES
AA BREAKDOWN 8173 UK STORE,exempt,AA BREAKDOWN
PAYMENT TO TFL TRAVEL 6555 LONDON DIRECT REF-2378,zero_rated,TFL TRAVEL
Iz *Barclays Bank 4707 Uk Plc Ref-1264,exempt,BARCLAYS BANK
Iz *Amazon Eu 2744  Plc,standard_rate,AMAZON EU
POS BOOTS UK 9096 LEEDS,standard_rate,BOOTS UK
CARD ROYAL MAIL 5134 BRISTOL UK,exempt,ROYAL MAIL
PAYMENT TO AMAZON UK 7351 GLASGOW,standard_rate,AMAZON UK
PAYMENT TO NATIONAL EXPRESS 5150 UK DIRECT REF-7076,zero_rated,NATIONAL EXPRESS
DD SAINSBURYS 2465  REF-1944,zero_rated,SAINSBURYS
DD HSBC BANK FEES 454 ONLINE,exempt,HSBC BANK FEES
POS WATERSTONES UK ONLINE REF-3282,zero_rated,WATERSTONES
SQ *TESCO EXPRESS 1938  ONLINE,zero_rated,TESCO EXPRESS
CARD BOOTS UK 3450  PLC,standard_rate,BOOTS UK
AVIVA INSURANCE 7850 BRISTOL LTD,exempt,AVIVA INSURANCE
Payment To Director Drawings 6007  Store Ref-2706,outside_scope,DIRECTOR DRAWINGS
Pos Deliveroo Glasgow Plc Ref-9806,standard_rate,DELIVEROO
PAYMENT TO EDF ENERGY 6063  ONLINE REF-5318,reduced_rate,EDF ENERGY
POS GOOGLE WORKSPACE 7926  UK REF-6233,standard_rate,GOOGLE WORKSPACE
IZ *INTRA ACCOUNT TRANSFER  STORE,outside_scope,INTRA ACCOUNT TRANSFER
