raw_description,vat_code
POS BOOTS UK 9096 LEEDS,standard_rate
CARD ROYAL MAIL 5134 BRISTOL UK,exempt
PAYMENT TO AMAZON UK 7351 GLASGOW,standard_rate
PAYMENT TO NATIONAL EXPRESS 5150 UK DIRECT REF-7076,zero_rated
DD SAINSBURYS 2465  REF-1944,zero_rated
DD HSBC BANK FEES 454 ONLINE,exempt
POS WATERSTONES UK ONLINE REF-3282,zero_rated
SQ *TESCO EXPRESS 1938  ONLINE,zero_rated
CARD BOOTS UK 3450  PLC,standard_rate
AVIVA INSURANCE 7850 BRISTOL LTD,exempt
Payment To Director Drawings 6007  Store Ref-2706,outside_scope
Pos Deliveroo Glasgow Plc Ref-9806,standard_rate
PAYMENT TO EDF ENERGY 6063  ONLINE REF-5318,reduced_rate
POS GOOGLE WORKSPACE 7926  UK REF-6233,standard_rate
IZ *INTRA ACCOUNT TRANSFER  STORE,outside_scope
POS MICROSOFT 365 3053 BRISTOL DIRECT,standard_rate
PAYMENT TO DELIVEROO 6590  UK,standard_rate
PAYMENT TO NATIONAL EXPRESS  DIRECT REF-7343,zero_rated
POS INTRA ACCOUNT TRANSFER  UK REF-5144,outside_scope
AMAZON KINDLE  UK,zero_rated
PAYMENT TO BARCLAYS BANK 7908 ONLINE PLC REF-1518,exempt
card microsoft 365 9837 manchester uk,standard_rate
ADOBE CREATIVE 8568,standard_rate
IZ *OCTOPUS ENERGY 6154,reduced_rate
Pos Sage Subscription 7468 Leeds Online,standard_rate
SQ *LINKEDIN PREMIUM 3600  STORE,standard_rate
SQ *LNER TICKETS  ONLINE REF-9795,zero_rated
payment to intra account transfer 9307  direct,outside_scope
UBER EATS 9220  UK,standard_rate
CARD TESCO EXPRESS 9660 LEEDS ONLINE,zero_rated
DD ASDA SUPERMARKET 7975 LEEDS LTD,zero_rated
IZ *LNER TICKETS 9041  ONLINE REF-2371,zero_rated
DD TESCO STORES 3797 ONLINE LTD REF-7232,zero_rated
PAYMENT TO BARCLAYS BANK 8789  DIRECT,exempt
SQ *ALDI STORES 8254 UK UK,zero_rated
AVIVA INSURANCE 1817 LEEDS ONLINE,exempt
SQ *GOOGLE WORKSPACE 6727  UK REF-2160,standard_rate
Dd Hmrc Payments 7779 Manchester Online Ref-9548,outside_scope
Pos Deliveroo  Direct,standard_rate
MICROSOFT 365 MANCHESTER LTD,standard_rate
card amazon eu  direct ref-4305,standard_rate
POS WATERSTONES 7863 LONDON PLC,zero_rated
IZ *LINKEDIN PREMIUM  DIRECT,standard_rate
DD SAINSBURYS 9502  UK REF-2889,zero_rated
pos amazon uk 1141 glasgow ref-7668,standard_rate
Iz *Microsoft 365 3486 Glasgow Ltd,standard_rate
CARD ALDI STORES 6310  DIRECT REF-1306,zero_rated
PAYMENT TO TESCO EXPRESS 3160 ONLINE DIRECT,zero_rated
POS OCTOPUS ENERGY 317 UK DIRECT,reduced_rate
POS HMRC PAYMENTS 9543 LEEDS ONLINE,outside_scope
Iz *Tfl Travel 6674  Ltd Ref-9334,zero_rated
PAYMENT TO BOOTS UK BIRMINGHAM REF-2248,standard_rate
TRAINLINE 3815 MANCHESTER STORE REF-9099,zero_rated
DD GOOGLE WORKSPACE  PLC REF-9515,standard_rate
POS DIRECTOR DRAWINGS 3391  UK,outside_scope
Payment To Lidl Gb 1107 Online Ltd,zero_rated
CARD XERO SOFTWARE  LTD REF-3314,standard_rate
iz *deliveroo 9448  plc,standard_rate
IZ *SAGE SUBSCRIPTION 5907 MANCHESTER PLC REF-9193,standard_rate
SQ *WATERSTONES 628 BRISTOL DIRECT,zero_rated
Pos Linkedin Premium 7427 Bristol Uk Ref-2304,standard_rate
DD XERO SOFTWARE LEEDS LTD REF-6586,standard_rate
Payment To Lner Tickets 6824 Online Online,zero_rated
Dd Hmrc Shipley 6190  Online,outside_scope
SQ *BARCLAYS BANK  UK,exempt
PAYMENT TO ASDA SUPERMARKET UK LTD,zero_rated
CARD HMRC SHIPLEY 8724  LTD REF-4056,outside_scope
POS BOOTS UK 7910 ONLINE,standard_rate
MICROSOFT 365 5713 BRISTOL UK,standard_rate
CARD LINKEDIN PREMIUM 6199 BRISTOL DIRECT REF-3963,standard_rate
POS SAGE SUBSCRIPTION GLASGOW UK,standard_rate
card asda supermarket  online ref-8982,zero_rated
IZ *SAINSBURYS 9517 ONLINE PLC,zero_rated
Payment To Lner Tickets  Direct Ref-5933,zero_rated
pos lidl gb 1997  direct,zero_rated
STATIONERY STATION,standard_rate
CARD ADOBE CREATIVE 4003  PLC,standard_rate
POS LINKEDIN PREMIUM 9004 UK DIRECT,standard_rate
IZ *TESCO EXPRESS 7940 UK PLC REF-3209,zero_rated
Westminster Council 1407 Bristol Ltd,outside_scope
PAYROLL TRANSFER  ONLINE REF-3710,outside_scope
PAYMENT TO TRAINLINE 787  DIRECT,zero_rated
DD HSBC BANK FEES 6178,exempt
payment to aldi stores 7021 bristol direct,zero_rated
pos tfl travel  store,zero_rated
POS TESCO STORES 6845 GLASGOW PLC REF-5065,zero_rated
IZ *DIRECTOR DRAWINGS 4712 BIRMINGHAM,outside_scope
SQ *LIDL GB  REF-5478,zero_rated
Microsoft 365 1987 Uk Ref-7172,standard_rate
PAYMENT TO ASDA SUPERMARKET  REF-3140,zero_rated
DD PAYROLL TRANSFER 3095 BIRMINGHAM UK,outside_scope
Tesco Stores 7994  Plc Ref-5835,zero_rated
IZ *NATIONAL EXPRESS 3351  STORE,zero_rated
SQ *LNER TICKETS 6243  REF-1336,zero_rated
Dd Adobe Creative 8376 London Online,standard_rate
Sq *Asda Supermarket 302 Uk Uk Ref-9561,zero_rated
Dd Xero Software  Online,standard_rate
SQ *HSBC BANK FEES 3749 UK LTD,exempt
Pos Asda Supermarket Manchester Ref-9835,zero_rated
SQ *ASDA SUPERMARKET 2803 ONLINE DIRECT REF-8113,zero_rated
card royal mail uk online ref-3291,exempt
DD TFL TRAVEL UK DIRECT REF-4037,zero_rated
Sq *Sainsburys 1317 London Online Ref-1794,zero_rated
PAYMENT TO NATIONAL EXPRESS  UK,zero_rated
pos aa breakdown 4428 london ref-7439,exempt
POS ASDA SUPERMARKET  UK REF-9849,zero_rated
IZ *AA BREAKDOWN 9430 MANCHESTER DIRECT,exempt
DD LIDL GB 7842  UK,zero_rated
POST OFFICE 7198 BRISTOL REF-1087,exempt
IZ *QUICKBOOKS 4069  PLC,standard_rate
CARD HMRC PAYMENTS 7337 LEEDS STORE,outside_scope
IZ *UBER EATS 9104 BRISTOL PLC,standard_rate
Pos Amazon Uk 1648  Store,standard_rate
dd adobe creative 8417  plc ref-3322,standard_rate
pos waterstones 3055 online,zero_rated
SQ *AA BREAKDOWN 9221  UK REF-2829,exempt
IZ *AA BREAKDOWN  LTD REF-3914,exempt
sq *boots uk 1497 online direct,standard_rate
DD QUICKBOOKS 6302  DIRECT,standard_rate
PAYMENT TO INTRA ACCOUNT TRANSFER 4269 BIRMINGHAM PLC,outside_scope
DD POST OFFICE 7091  DIRECT,exempt
DD WESTMINSTER COUNCIL 3775  STORE,outside_scope
amazon kindle 8210  online ref-9412,zero_rated
PAYMENT TO AA BREAKDOWN BIRMINGHAM DIRECT,exempt
POS BOOTS UK UK STORE,standard_rate
IZ *EDF ENERGY 4776 ONLINE,reduced_rate
ADOBE CREATIVE 1700  DIRECT,standard_rate
IZ *MICROSOFT 365 UK PLC,standard_rate
SAINSBURYS 2023  REF-4882,zero_rated
IZ *EDF ENERGY 665  UK REF-6308,reduced_rate
Iz *Amazon Eu Online Direct,standard_rate
CARD DIRECTOR DRAWINGS BIRMINGHAM UK,outside_scope
PAYMENT TO STATIONERY STATION  ONLINE REF-8402,standard_rate
iz *stationery station 520 leeds plc,standard_rate
IZ *TESCO EXPRESS 9974  DIRECT REF-6461,zero_rated
POS TESCO EXPRESS  PLC,zero_rated
Payment To Sage Subscription 8000 Manchester Online,standard_rate
PAYMENT TO XERO SOFTWARE 6633 ONLINE UK,standard_rate
POS INTRA ACCOUNT TRANSFER 6113  DIRECT,outside_scope
TRAINLINE 3523  UK REF-6817,zero_rated
aa breakdown 5619 manchester ltd,exempt
sq *deliveroo 1020 manchester,standard_rate
DD SAGE SUBSCRIPTION 4944  DIRECT REF-6779,standard_rate
Tfl Travel 5928  Ltd,zero_rated
sq *amazon eu 9425 manchester direct,standard_rate
CARD ROYAL MAIL BRISTOL LTD,exempt
Iz *Uber Eats 1584  Direct,standard_rate
POS HMRC SHIPLEY LONDON LTD,outside_scope
SQ *EON NEXT 1390 MANCHESTER ONLINE,reduced_rate
IZ *ASDA SUPERMARKET UK LTD,zero_rated
Tesco Express 1982  Ltd Ref-4705,zero_rated
PAYMENT TO ADOBE CREATIVE 7499 BRISTOL LTD,standard_rate
IZ *MICROSOFT 365 1783 ONLINE STORE,standard_rate
sq *google workspace  store,standard_rate
DD DELIVEROO 961 UK LTD,standard_rate
IZ *TESCO STORES 9763 LEEDS REF-4241,zero_rated
LNER TICKETS LONDON,zero_rated
DD UBER EATS 2996 ONLINE DIRECT,standard_rate
Card Linkedin Premium 2099  Uk,standard_rate
Card Eon Next 5026 Manchester Uk,reduced_rate
IZ *AA BREAKDOWN  DIRECT,exempt
Payment To Royal Mail 7060 London Uk Ref-2963,exempt
SQ *EON NEXT  ONLINE,reduced_rate
TESCO EXPRESS  PLC REF-1046,zero_rated
CARD ROYAL MAIL 3076 UK PLC,exempt
PAYMENT TO BRITISH GAS 5546 MANCHESTER UK,reduced_rate
payment to microsoft 365 manchester store ref-4877,standard_rate
CARD TFL TRAVEL  DIRECT REF-3612,zero_rated
SQ *HMRC SHIPLEY 2332  PLC,outside_scope
SQ *DELIVEROO 3048 LONDON DIRECT,standard_rate
Payment To Royal Mail 732 Birmingham,exempt
PAYMENT TO SAGE SUBSCRIPTION 6880 ONLINE DIRECT,standard_rate
Card Edf Energy 5971,reduced_rate
POS PAYROLL TRANSFER MANCHESTER LTD,outside_scope
pos hsbc bank fees 6879 uk direct ref-4691,exempt
IZ *SAINSBURYS  DIRECT,zero_rated
CARD WESTMINSTER COUNCIL  REF-9739,outside_scope
CARD AA BREAKDOWN 2243 UK ONLINE,exempt
PAYMENT TO UBER EATS 6658 UK UK REF-2337,standard_rate
PAYMENT TO ASDA SUPERMARKET  LTD,zero_rated
iz *tesco express  online,zero_rated
iz *waterstones  store,zero_rated
AMAZON EU 3445 ONLINE STORE REF-2043,standard_rate
payment to lidl gb london uk,zero_rated
Sainsburys 4021 Leeds Direct,zero_rated
IZ *EDF ENERGY BRISTOL REF-5466,reduced_rate
AVIVA INSURANCE 7127 GLASGOW PLC,exempt
DD OCTOPUS ENERGY 8876  DIRECT REF-1798,reduced_rate
IZ *WESTMINSTER COUNCIL 7234 ONLINE LTD,outside_scope
IZ *BRITISH GAS 5866 ONLINE PLC,reduced_rate
IZ *LIDL GB BIRMINGHAM LTD,zero_rated
POS OCTOPUS ENERGY 562  ONLINE REF-8281,reduced_rate
POS INTRA ACCOUNT TRANSFER 3388  UK,outside_scope
IZ *ADOBE CREATIVE 6286  PLC,standard_rate
DD LINKEDIN PREMIUM 8009 LONDON ONLINE REF-2076,standard_rate
CARD SAGE SUBSCRIPTION 412 UK STORE,standard_rate
BRITISH GAS UK PLC,reduced_rate
SQ *TESCO EXPRESS 7802 LONDON,zero_rated
DD OCTOPUS ENERGY 6208  ONLINE,reduced_rate
IZ *ADOBE CREATIVE  REF-4872,standard_rate
PAYMENT TO DELIVEROO 3844  ONLINE REF-7783,standard_rate
SQ *ROYAL MAIL 5341 UK REF-6744,exempt
card amazon kindle 7551 manchester store,zero_rated
POS QUICKBOOKS 1844  UK,standard_rate
Payroll Transfer 9081  Store,outside_scope
Card Aldi Stores 6855 Glasgow Store Ref-8054,zero_rated
DD TESCO EXPRESS 3276 MANCHESTER LTD REF-6724,zero_rated
SQ *ADOBE CREATIVE MANCHESTER PLC REF-7648,standard_rate
IZ *QUICKBOOKS 8006  STORE REF-7280,standard_rate
CARD DELIVEROO 9336 UK UK REF-4068,standard_rate
DD TESCO EXPRESS  LTD REF-6400,zero_rated
tesco express 6366 online plc,zero_rated
DD INTRA ACCOUNT TRANSFER 6782  STORE,outside_scope
PAYMENT TO AMAZON UK 9987 BRISTOL,standard_rate
iz *royal mail  plc,exempt
DD HSBC BANK FEES BRISTOL UK,exempt
POS AA BREAKDOWN 8835  PLC REF-9227,exempt
DD INTRA ACCOUNT TRANSFER 9473 GLASGOW LTD,outside_scope
PAYMENT TO TESCO EXPRESS 3367 UK ONLINE REF-5706,zero_rated
INTRA ACCOUNT TRANSFER 1534  UK REF-3961,outside_scope
IZ *INTRA ACCOUNT TRANSFER 8773  ONLINE,outside_scope
PAYMENT TO LINKEDIN PREMIUM LONDON LTD REF-5133,standard_rate
payment to payroll transfer  ref-1164,outside_scope
CARD TESCO STORES 8531  UK REF-1018,zero_rated
WATERSTONES 8145 LEEDS UK REF-7778,zero_rated
TESCO EXPRESS GLASGOW PLC,zero_rated
IZ *SAGE SUBSCRIPTION 7905 LEEDS LTD REF-7037,standard_rate
PAYMENT TO TESCO STORES 5690  ONLINE,zero_rated
Pos Westminster Council 4484  Plc,outside_scope
Payment To Aviva Insurance 4196 Bristol Ltd,exempt
DD ASDA SUPERMARKET BIRMINGHAM PLC,zero_rated
CARD AA BREAKDOWN 2462 ONLINE DIRECT,exempt
ASDA SUPERMARKET LONDON STORE,zero_rated
card quickbooks 5079 manchester ltd,standard_rate
DD BOOTS UK 6087 ONLINE UK,standard_rate
SAGE SUBSCRIPTION 5492  PLC,standard_rate
IZ *LINKEDIN PREMIUM 5487  DIRECT REF-7129,standard_rate
CARD POST OFFICE 8932 BIRMINGHAM ONLINE REF-9306,exempt
PAYMENT TO TRAINLINE 1076  DIRECT REF-9589,zero_rated
DELIVEROO  REF-5855,standard_rate
sq *payroll transfer 3890,outside_scope
ALDI STORES MANCHESTER UK,zero_rated
dd aldi stores 5053  ltd,zero_rated
PAYMENT TO ADOBE CREATIVE BRISTOL,standard_rate
IZ *UBER EATS 6884,standard_rate
PAYMENT TO LNER TICKETS 2825,zero_rated
POS WATERSTONES 7512  PLC REF-9412,zero_rated
CARD AMAZON KINDLE 9956 BIRMINGHAM,zero_rated
IZ *PAYROLL TRANSFER LONDON UK,outside_scope
payment to edf energy 5524  ref-3082,reduced_rate
POS AA BREAKDOWN BRISTOL PLC,exempt
payment to royal mail 5614 bristol,exempt
PAYMENT TO SAINSBURYS 8016  UK REF-1257,zero_rated
POST OFFICE 3642 LONDON STORE REF-2465,exempt
PAYMENT TO WATERSTONES GLASGOW ONLINE REF-2377,zero_rated
DD ROYAL MAIL 581 BRISTOL PLC,exempt
BARCLAYS BANK 7354 ONLINE LTD,exempt
CARD POST OFFICE 1101 LONDON LTD REF-8599,exempt
Iz *Director Drawings 5905  Uk Ref-6800,outside_scope
PAYMENT TO SAGE SUBSCRIPTION 9458  LTD,standard_rate
IZ *HMRC SHIPLEY 4756 GLASGOW UK,outside_scope
CARD STATIONERY STATION 7813 MANCHESTER REF-3623,standard_rate
SQ *STATIONERY STATION 4180  PLC,standard_rate
IZ *TFL TRAVEL BRISTOL STORE REF-7262,zero_rated
IZ *ALDI STORES 9214,zero_rated
Card Hmrc Shipley 8608 Glasgow Plc Ref-8130,outside_scope
DD UBER EATS BRISTOL ONLINE,standard_rate
Sq *Uber Eats 7699  Plc Ref-5593,standard_rate
Pos Aa Breakdown 7346 Leeds Direct,exempt
CARD SAINSBURYS  LTD,zero_rated
IZ *BOOTS UK 4157 UK PLC,standard_rate
PAYMENT TO QUICKBOOKS 5666  STORE REF-8404,standard_rate
DD STATIONERY STATION 5001  STORE REF-9057,standard_rate
WESTMINSTER COUNCIL 433 LONDON PLC,outside_scope
PAYMENT TO XERO SOFTWARE 6678 BIRMINGHAM,standard_rate
Card Aa Breakdown 9859 Birmingham Plc,exempt
Lner Tickets 1292 Online Ref-6793,zero_rated
CARD ADOBE CREATIVE 1177 LONDON DIRECT,standard_rate
DD SAINSBURYS 6508 LEEDS STORE,zero_rated
BRITISH GAS  PLC REF-5249,reduced_rate
SQ *HMRC SHIPLEY 8901 ONLINE,outside_scope
DD LIDL GB 4820  REF-1775,zero_rated
PAYMENT TO BARCLAYS BANK LONDON ONLINE REF-4969,exempt
PAYMENT TO BOOTS UK 5609,standard_rate
GOOGLE WORKSPACE 2715  UK,standard_rate
iz *trainline  direct ref-2961,zero_rated
IZ *DIRECTOR DRAWINGS 7537 UK STORE,outside_scope
POS TRAINLINE MANCHESTER UK,zero_rated
IZ *INTRA ACCOUNT TRANSFER 2848 BIRMINGHAM STORE,outside_scope
SQ *TESCO STORES 8917  ONLINE REF-8616,zero_rated
IZ *HMRC PAYMENTS 9456  REF-6914,outside_scope
PAYMENT TO EDF ENERGY 9330 BRISTOL STORE REF-7584,reduced_rate
POS DIRECTOR DRAWINGS LEEDS ONLINE REF-5224,outside_scope
sq *stationery station  plc,standard_rate
DD UBER EATS 4047  ONLINE,standard_rate
asda supermarket 7135  ltd,zero_rated
barclays bank uk online,exempt
IZ *UBER EATS 2092 BIRMINGHAM PLC,standard_rate
IZ *STATIONERY STATION 3794,standard_rate
Payment To Amazon Kindle Bristol Plc,zero_rated
IZ *ROYAL MAIL 7690 BIRMINGHAM,exempt
PAYMENT TO HMRC SHIPLEY 3142 GLASGOW,outside_scope
SQ *INTRA ACCOUNT TRANSFER 8273 GLASGOW DIRECT,outside_scope
SQ *ALDI STORES 3215  UK,zero_rated
WESTMINSTER COUNCIL 9988  UK,outside_scope
ROYAL MAIL 4073 MANCHESTER STORE,exempt
DD ROYAL MAIL ONLINE DIRECT REF-2813,exempt
Dd Payroll Transfer  Store,outside_scope
payment to national express 5455  online,zero_rated
CARD HSBC BANK FEES 5704,exempt
Card Waterstones Online Direct Ref-9082,zero_rated
iz *trainline online online,zero_rated
DD HMRC PAYMENTS 9794  PLC REF-7388,outside_scope
sq *hmrc shipley 1778 bristol online ref-4393,outside_scope
DD LIDL GB 5716 GLASGOW REF-6346,zero_rated
SQ *OCTOPUS ENERGY 8448 BIRMINGHAM REF-3576,reduced_rate
Iz *Lner Tickets 4248 Leeds Store,zero_rated
POS MICROSOFT 365 4182 BRISTOL ONLINE,standard_rate
IZ *SAINSBURYS 8896 MANCHESTER,zero_rated
IZ *AMAZON EU  UK,standard_rate
PAYMENT TO PAYROLL TRANSFER LEEDS DIRECT,outside_scope
iz *adobe creative glasgow ltd,standard_rate
DD STATIONERY STATION ONLINE REF-2686,standard_rate
payment to edf energy  plc,reduced_rate
PAYMENT TO ASDA SUPERMARKET 3896  UK,zero_rated
CARD BARCLAYS BANK 8857 UK DIRECT,exempt
CARD TFL TRAVEL  DIRECT,zero_rated
Pos Eon Next  Ltd Ref-2831,reduced_rate
sq *lidl gb 3793 leeds ltd,zero_rated
PAYMENT TO GOOGLE WORKSPACE  UK,standard_rate
xero software 2362  ltd,standard_rate
MICROSOFT 365 2343  DIRECT REF-5060,standard_rate
SQ *PAYROLL TRANSFER 9370 UK LTD,outside_scope
PAYMENT TO AMAZON EU 1162 UK PLC,standard_rate
PAYMENT TO BRITISH GAS BRISTOL ONLINE REF-6515,reduced_rate
Pos Post Office 7172 Online Plc,exempt
CARD PAYROLL TRANSFER MANCHESTER DIRECT,outside_scope
iz *aviva insurance 4066 bristol ltd ref-1194,exempt
PAYMENT TO QUICKBOOKS 7119 BRISTOL ONLINE,standard_rate
SQ *ADOBE CREATIVE 6355 LONDON LTD,standard_rate
card payroll transfer  direct,outside_scope
card aa breakdown birmingham plc,exempt
POS ROYAL MAIL 6296,exempt
SQ *AA BREAKDOWN 2314 BIRMINGHAM LTD,exempt
CARD STATIONERY STATION UK PLC,standard_rate
CARD LNER TICKETS 8685 GLASGOW PLC REF-4964,zero_rated
Card Deliveroo  Online Ref-3311,standard_rate
dd barclays bank 9922 leeds store,exempt
POS SAGE SUBSCRIPTION 1079 GLASGOW ONLINE,standard_rate
Card Deliveroo 4229 Bristol Direct,standard_rate
CARD OCTOPUS ENERGY 6856,reduced_rate
Sq *Eon Next 8470  Plc,reduced_rate
Card Sage Subscription  Store,standard_rate
POS HMRC PAYMENTS 9069  PLC REF-1207,outside_scope
PAYMENT TO BRITISH GAS  DIRECT REF-5441,reduced_rate
Pos Eon Next 7585  Direct Ref-1319,reduced_rate
DD DIRECTOR DRAWINGS  UK,outside_scope
Card Aviva Insurance 9493  Uk Ref-2876,exempt
payment to asda supermarket 6868 online plc,zero_rated
POS BOOTS UK 812 BRISTOL LTD REF-4743,standard_rate
pos amazon uk  plc ref-4083,standard_rate
POS AVIVA INSURANCE 7324 GLASGOW LTD REF-4813,exempt
POS MICROSOFT 365 8520  DIRECT,standard_rate
DD NATIONAL EXPRESS 2342 GLASGOW PLC REF-8014,zero_rated
POS WATERSTONES MANCHESTER LTD REF-7218,zero_rated
IZ *TESCO STORES 6769 LEEDS STORE,zero_rated
DD AMAZON EU 6231,standard_rate
CARD QUICKBOOKS  UK REF-1096,standard_rate
Dd British Gas 4717 London Ltd Ref-7987,reduced_rate
PAYMENT TO DELIVEROO 2563  ONLINE REF-9354,standard_rate
iz *aviva insurance  ref-2487,exempt
Iz *Sainsburys 6463 Leeds Ltd,zero_rated
card adobe creative 3495 glasgow online ref-5078,standard_rate
DD POST OFFICE  DIRECT,exempt
PAYMENT TO INTRA ACCOUNT TRANSFER  ONLINE REF-5457,outside_scope
westminster council 2796 glasgow store,outside_scope
POS UBER EATS LONDON ONLINE,standard_rate
Iz *Sage Subscription Online Uk Ref-7169,standard_rate
CARD HMRC SHIPLEY  REF-5148,outside_scope
DD HSBC BANK FEES 6052 ONLINE UK,exempt
PAYMENT TO DELIVEROO 615 LONDON PLC,standard_rate
Pos Amazon Eu 3301 London Plc Ref-4297,standard_rate
QUICKBOOKS  ONLINE REF-2754,standard_rate
PAYMENT TO HMRC SHIPLEY 3287 BRISTOL REF-7729,outside_scope
iz *payroll transfer 9318 birmingham uk,outside_scope
Sq *Tesco Express 3609  Uk,zero_rated
pos aldi stores 3867 leeds direct ref-7757,zero_rated
IZ *ALDI STORES 9340  STORE,zero_rated
iz *hmrc payments 7779 leeds ref-9484,outside_scope
dd royal mail  direct,exempt
BOOTS UK 6867 GLASGOW REF-2099,standard_rate
PAYMENT TO SAINSBURYS 5288 BIRMINGHAM ONLINE,zero_rated
Sq *Quickbooks  Direct,standard_rate
iz *adobe creative  plc,standard_rate
Card Hsbc Bank Fees Uk Ref-5596,exempt
dd aviva insurance glasgow plc,exempt
SQ *ASDA SUPERMARKET  REF-7620,zero_rated
DD ALDI STORES 345  PLC REF-7767,zero_rated
BOOTS UK ONLINE REF-9885,standard_rate
CARD OCTOPUS ENERGY 2491  STORE REF-5417,reduced_rate
DD GOOGLE WORKSPACE 2842 LONDON PLC,standard_rate
iz *tesco stores uk,zero_rated
DD ALDI STORES 7287 GLASGOW UK REF-1349,zero_rated
IZ *AA BREAKDOWN 5297  ONLINE,exempt
SQ *QUICKBOOKS 5931 GLASGOW,standard_rate
dd waterstones 9027 bristol direct ref-8360,zero_rated
DD LNER TICKETS ONLINE UK,zero_rated
WESTMINSTER COUNCIL 673  DIRECT,outside_scope
DD DELIVEROO 2050 ONLINE UK REF-8362,standard_rate
EON NEXT LEEDS LTD REF-3993,reduced_rate
LINKEDIN PREMIUM GLASGOW DIRECT,standard_rate
westminster council 9451 online ref-4100,outside_scope
PAYMENT TO QUICKBOOKS 4185 MANCHESTER,standard_rate
Iz *National Express 2049 Online Store,zero_rated
SQ *WATERSTONES 1862  ONLINE REF-8033,zero_rated
sq *director drawings 8883  store,outside_scope
dd tesco express 9399  uk,zero_rated
CARD ASDA SUPERMARKET 4935  ONLINE,zero_rated
CARD LINKEDIN PREMIUM  REF-4799,standard_rate
iz *hmrc shipley 1008,outside_scope
Pos Tfl Travel 6138  Store Ref-7843,zero_rated
POS INTRA ACCOUNT TRANSFER 4441  DIRECT,outside_scope
Dd Aldi Stores 1094 Manchester Online,zero_rated
IZ *GOOGLE WORKSPACE 7143 BIRMINGHAM LTD REF-4429,standard_rate
IZ *MICROSOFT 365 9916 GLASGOW ONLINE,standard_rate
Iz *Edf Energy Birmingham Plc Ref-9314,reduced_rate
POS ROYAL MAIL 3161 LEEDS ONLINE,exempt
IZ *TRAINLINE 9782,zero_rated
DD WESTMINSTER COUNCIL 865  UK,outside_scope
DD BOOTS UK 5697  DIRECT,standard_rate
trainline 6773  direct,zero_rated
PAYMENT TO BOOTS UK 4885  UK REF-2183,standard_rate
SQ *POST OFFICE 2827 LONDON PLC,exempt
IZ *BRITISH GAS 9523  ONLINE REF-6150,reduced_rate
CARD BARCLAYS BANK BIRMINGHAM STORE,exempt
POS INTRA ACCOUNT TRANSFER 8898 UK,outside_scope
DD SAINSBURYS ONLINE DIRECT,zero_rated
CARD TFL TRAVEL ONLINE UK REF-4055,zero_rated
PAYMENT TO ROYAL MAIL 4031 BIRMINGHAM ONLINE,exempt
CARD LINKEDIN PREMIUM 1735 MANCHESTER LTD REF-7672,standard_rate
Iz *Uber Eats  Store Ref-5752,standard_rate
hmrc payments 3126 glasgow online,outside_scope
POS NATIONAL EXPRESS 2698  UK REF-1124,zero_rated
DD AMAZON EU UK PLC,standard_rate
DD NATIONAL EXPRESS 5299 MANCHESTER PLC,zero_rated
POS MICROSOFT 365 9623 BIRMINGHAM LTD REF-4490,standard_rate
Iz *Linkedin Premium 9276 Glasgow Uk,standard_rate
pos eon next 6981  direct,reduced_rate
HSBC BANK FEES 8391 BRISTOL STORE,exempt
CARD EON NEXT 8084  PLC REF-8476,reduced_rate
POS AMAZON EU MANCHESTER,standard_rate
Edf Energy 4125  Plc Ref-3139,reduced_rate
CARD OCTOPUS ENERGY 6516 UK PLC,reduced_rate
POS OCTOPUS ENERGY 3255  REF-7122,reduced_rate
IZ *INTRA ACCOUNT TRANSFER 9990 BIRMINGHAM REF-4621,outside_scope
PAYMENT TO WATERSTONES 9217  DIRECT,zero_rated
CARD SAINSBURYS ONLINE STORE,zero_rated
PAYMENT TO ALDI STORES 6485  PLC REF-4614,zero_rated
STATIONERY STATION 159 MANCHESTER LTD,standard_rate
PAYMENT TO AMAZON EU  UK,standard_rate
SQ *HMRC PAYMENTS 419 ONLINE LTD,outside_scope
CARD BARCLAYS BANK 2659 LONDON PLC REF-8512,exempt
POS AA BREAKDOWN 7316 LONDON PLC REF-6837,exempt
Pos Xero Software  Store,standard_rate
PAYMENT TO PAYROLL TRANSFER 9400 LONDON UK REF-8198,outside_scope
DELIVEROO 7157 UK STORE REF-2702,standard_rate
PAYMENT TO AMAZON KINDLE 8537 BIRMINGHAM ONLINE REF-9722,zero_rated
CARD HSBC BANK FEES LEEDS ONLINE REF-8660,exempt
PAYMENT TO AA BREAKDOWN 7843  STORE REF-1761,exempt
DIRECTOR DRAWINGS 4088  STORE REF-5879,outside_scope
card british gas 9595 leeds direct ref-5529,reduced_rate
WATERSTONES ONLINE DIRECT,zero_rated
CARD HMRC PAYMENTS 853 ONLINE,outside_scope
pos amazon uk 7589  online ref-2817,standard_rate
POS BARCLAYS BANK 3345  PLC,exempt
DD HMRC PAYMENTS 7831  DIRECT REF-7641,outside_scope
PAYMENT TO LNER TICKETS  UK REF-6476,zero_rated
payment to amazon uk  direct,standard_rate
POS GOOGLE WORKSPACE 3670 UK ONLINE,standard_rate
DD EON NEXT 2123 BIRMINGHAM DIRECT,reduced_rate
DD EON NEXT LONDON PLC REF-8203,reduced_rate
Card Hmrc Payments 334 Glasgow Online,outside_scope
